fix_name,latitude,longitude
SESLO,52.545758,-72.255672
SESTO,46.173997,-66.18735
SETBE,44.718653,-74.892414
SETEL,54.0124,-2.435753
SETHB,37.429764,-79.968197
SETHE,41.154281,-73.020356
SETPU,53.697128,-78.689028
SETRA,43.843611,-79.351333
SETVA,59.855019,-70.224419
SETVO,46.358333,-77.516667
SEVDU,60.209692,-70.106703
SEVGI,46.943428,-67.844892
SEVGU,56.275189,-62.284228
SEVIE,44.672433,-67.915408
SEVLO,52.861003,-55.884253
SEVMA,46.456525,-67.160947
SEVRN,39.066203,-76.571411
SEWEL,38.933856,-74.905031
SEYOB,43.595269,-72.952003
SEYON,42.875439,-73.633203
SEZJY,36.788314,-76.690411
SEZTY,44.707939,-68.458706
SEZZZ,37.576964,-77.434147
SF09F,66.952689,-50.991658
SF401,66.699075,-50.800225
SF501,66.719656,-50.998997
SF502,67.212983,-50.954153
SFF09,66.952369,-50.993139
SFF27,67.064944,-50.396836
SFI27,67.100517,-50.181922
SFM27,67.023158,-50.646317
SFT09,67.036717,-51.1299
SG201,54.228278,-8.90475
SG202,54.325056,-9.019083
SG203,54.391917,-8.853389
SG205,54.285278,-8.646417
SG206,54.330028,-8.278389
SG207,54.233278,-8.164611
SG208,54.166333,-8.327583
SG209,54.294389,-8.730444
SG210,54.280667,-8.603556
SG301,54.318361,-8.283778
SG302,54.251472,-8.137361
SG303,54.184583,-8.320861
SG304,54.265025,-8.363622
SG305,54.273281,-8.505108
SG307,54.288,-8.658417
SGRET,40.934842,-73.709986
SHAAN,42.579894,-70.827611
SHAAR,39.269825,-79.522817
SHAAW,38.752017,-76.863447
SHAFF,41.289706,-74.443406
SHAGG,42.45565,-71.178944
SHAGY,40.583036,-75.5551
SHAHE,42.686881,-74.121097
SHAIK,51.557939,-66.546803
SHAKI,38.873775,-77.178067
SHANK,42.628056,-68.487222
SHANZ,35.968489,-79.694231
SHAPP,54.5,-2.627314
SHARK,49.189722,-2.429444
SHAUN,42.676178,-70.64085
SHAUP,39.739975,-73.576067
SHAWE,44.352919,-69.82155
SHAYD,39.158306,-72.123406
SHAYY,40.696047,-73.942975
SHEFD,42.127469,-73.364386
SHEPH,39.450919,-77.965292
SHERB,42.777197,-75.531958
SHERL,40.255708,-73.121739
SHHAR,40.983736,-71.305703
SHHAY,38.784467,-74.932061
SHIGY,42.399431,-73.316939
SHILL,40.364461,-78.773883
SHILO,39.683389,-76.614892
SHINY,44.818539,-70.919533
SHIPN,41.034456,-73.527144
SHIPP,40.329433,-73.247272
SHIRI,50.413061,-3.678928
SHIRY,36.975911,-78.153642
SHLBE,38.019533,-77.497567
SHLBK,38.337836,-76.436253
SHLEP,40.684861,-72.603094
SHNON,38.933108,-78.056208
SHOEL,42.990833,-70.877886
SHOKR,38.5514,-69.5348
SHOTT,40.865808,-74.510397
SHOWZ,42.805425,-71.581014
SHPMN,38.864408,-77.366208
SHRAK,44.154994,-75.682231
SHREW,40.982475,-73.932417
SHRLI,38.748356,-77.702325
SHRUB,57.300278,-1.815278
SHTGN,38.245914,-76.747842
SHUBE,42.860536,-77.224292
SHUEY,39.482053,-77.300603
SHUSH,42.327983,-70.91205
SHYMO,43.696972,-72.146617
SHYNA,40.672167,-73.168853
SIBIE,43.370347,-73.725481
SIBJI,42.349694,-75.314919
SIBJU,40.377672,-76.473947
SIBMO,58.732156,-69.881692
SIBNA,48.246383,-78.712044
SIBNI,43.640983,-65.985694
SIBSO,50.316797,-63.5039
SIBSU,48.927564,-54.465497
SIBTE,37.413289,-78.412003
SIBUW,40.283867,-76.997872
SICOB,40.277969,-74.976469
SIDDI,50.518539,-3.967217
SIDEE,35.999228,-78.786833
SIDHO,50.7608,-3.238236
SIDLA,48.370103,-70.986256
SIDPU,43.955658,-66.271719
SIDUQ,53.528444,-6.117667
SIDVO,44.745111,-75.527169
SIDVU,43.781111,-79.8475
SIERA,50.838719,-1.447028
SIGBE,39.410333,-77.363667
SIGHH,41.073997,-73.356739
SIGLA,46.545097,-65.962625
SIGPI,49.878086,-79.7532
SIGPU,44.211517,-78.614778
SIGSO,44.021586,-66.016253
SIGSU,49.060758,-79.372006
SIKBO,43.653611,-79.349167
SIKHE,43.383056,-5.700833
SIKPU,52.591058,-56.031561
SIKSE,40.191569,-78.363806
SIKTU,48.426489,-71.408028
SILDE,44.314419,-72.713025
SILDO,45.522681,-73.475592
SILJY,40.667103,-73.836328
SILLY,37.2278,-72.5534
SILMO,46.290097,-65.677817
SILMU,47.65135,-70.330828
SILNI,52.775,-66.233333
SILOC,41.361333,-70.648147
SILOK,59.77,-1.483333
SILPU,52.199214,-55.6962
SILRI,47.575711,-52.389731
SILRO,47.0,-58.583333
SILRU,59.0,-72.0
SILTO,43.865375,-79.385128
SILVA,51.847594,-1.005389
SILVE,42.912081,-70.613525
SILVI,45.784164,-72.381711
SIMAY,42.752708,-73.656106
SIMDE,40.091033,-74.235872
SIMGO,47.289658,-67.642144
SIMLE,36.650333,-76.620928
SIMNI,60.691111,-46.597222
SIMTO,47.056419,-70.82925
SINGA,59.216667,-61.083333
SINLI,45.346422,-73.208397
SINLU,66.167308,-65.695697
SINNO,35.843419,-78.45535
SINON,40.037161,-75.579425
SINRO,45.898839,-73.555633
SINUE,41.547047,-74.129669
SIPDI,46.284203,-63.200053
SIPLE,36.656469,-77.456728
SIPME,38.038439,-78.504383
SIPRU,39.18,-27.889444
SIRGU,40.2605,-2.600139
SIRIC,51.343381,-1.566358
SIRLY,40.650008,-74.416336
SISME,39.115853,-75.4647
SISRI,50.766697,-3.751058
SITET,50.1,0.0
SITKU,53.743269,-4.831739
SITLE,42.965386,-71.453539
SIVBO,50.050783,-5.844964
SIVBU,53.465278,-0.578889
SIVIR,46.0,-8.75
SIVNA,53.197861,-5.641028
SIXBE,51.061472,-1.546333
SIXIE,40.408333,-74.988858
SIYOB,38.853475,-77.573028
SIZIN,65.462561,-15.007664
SIZZR,39.565894,-74.899675
SJAYY,37.670867,-77.1483
SKALA,46.760036,-71.253258
SKALM,65.628611,-22.36
SKALP,40.918994,-72.316706
SKARV,55.379906,-4.222811
SKEEE,43.913611,-72.803611
SKERY,50.0,-3.173072
SKESO,49.824839,-3.034056
SKIED,40.79995,-79.927261
SKIHL,44.380658,-70.725314
SKIIP,40.638269,-76.463947
SKIPY,39.506244,-75.271825
SKITL,39.970739,-75.410886
SKORR,40.609989,-73.897119
SKOUT,36.931981,-75.852053
SKOWL,41.263106,-71.278986
SKPPR,35.759161,-70.448786
SKUBY,41.140692,-74.226183
SKULK,37.609181,-77.273406
SKUPE,51.4095,-78.871133
SLAAW,36.2281,-77.654619
SLAIN,39.969514,-79.871772
SLAKR,38.900558,-77.067631
SLAMZ,43.558694,-69.974289
SLANY,52.158556,-5.842131
SLATN,39.116667,-67.0
SLATT,40.738233,-75.685231
SLIMR,40.732108,-74.081519
SLIPN,35.368031,-77.598917
SLOAF,39.366739,-76.851364
SLOKA,45.622383,-73.524653
SLONE,40.343664,-74.568433
SLOWW,42.210542,-71.802486
SLYDA,54.201214,-5.087519
SLYNG,40.839822,-74.631022
SM412,38.089603,-26.784322
SM430,38.133736,-26.766225
SM452,37.918703,-25.893103
SM453,37.665611,-25.973492
SM502,37.592522,-25.640644
SM504,37.730669,-25.6618
SM506,37.758964,-25.75165
SM508,37.782511,-25.826636
SM510,37.804125,-25.864411
SM512,37.839414,-25.901714
SM514,37.810036,-25.91455
SM520,37.846072,-25.8862
SM521,37.738336,-25.686117
SM522,37.759414,-25.850625
SM523,37.9274,-25.794117
SM524,37.720786,-25.630189
SM525,37.772472,-25.794647
SM526,37.319883,-26.035925
SM527,37.63965,-25.466822
SM528,37.746056,-25.710622
SM529,37.533111,-25.805089
SM530,37.748228,-26.269203
SM531,37.805992,-26.281625
SM532,38.065467,-26.206153
SM533,37.527303,-25.883814
SM534,37.906972,-26.278753
SM535,37.872856,-26.283194
SM536,37.679653,-26.060142
SM537,38.022478,-26.235358
SM538,37.772125,-25.828175
SM539,37.7102,-25.863231
SM540,37.676442,-25.8117
SM544,37.623058,-25.312389
SM545,37.606397,-25.252886
SM550,37.686831,-26.005908
SM553,37.646244,-25.915281
SM555,37.577439,-25.807417
SM556,37.415578,-25.816461
SM608,37.700592,-25.566611
SM610,37.669681,-25.469103
SM611,37.638686,-25.371675
SM613,37.621414,-25.300644
SM618,37.546208,-25.127111
SM620,37.647139,-25.527558
SM622,37.563806,-25.542264
SM624,37.507761,-25.529758
SM630,37.607572,-25.613178
SM632,37.613378,-25.631531
SM634,37.531747,-25.801147
SM640,37.675214,-25.827756
SM642,37.708086,-25.882114
SM644,37.801192,-25.970619
SM646,37.855853,-26.061503
SM650,37.737442,-25.901358
SM652,38.036769,-26.111244
SM670,37.657008,-25.881533
SM700,37.916611,-26.257578
SM702,37.946469,-26.355933
SM704,38.030158,-26.507914
SM800,38.069747,-26.146403
SM801,37.633856,-25.355981
SM803,37.566375,-25.537653
SM804,37.674178,-25.483464
SM805,37.710375,-25.5972
SM806,37.923808,-25.89195
SM808,37.792331,-25.932858
SM809,37.772111,-25.830875
SM810,37.751767,-25.728767
SM811,37.796394,-25.931961
SM812,37.773967,-25.83025
SM813,37.747594,-25.709969
SM814,37.734092,-25.649269
SM815,37.748975,-25.719894
SM816,37.73045,-25.661108
SM900,37.930769,-25.609797
SM902,37.932564,-25.504492
SM904,37.938244,-25.12535
SM906,38.154306,-25.215369
SMAIR,44.059019,-74.439164
SMARE,46.326022,-78.163642
SMARI,41.625394,-71.225497
SMC01,37.852339,-25.791839
SMC03,37.742689,-25.947964
SMC04,37.726072,-25.803467
SMC06,37.657,-25.698597
SMC09,37.654086,-25.589908
SMC10,37.551,-25.428111
SMC11,37.521322,-25.677467
SMC12,37.768317,-25.781414
SMC13,37.455214,-26.972161
SMC14,37.700489,-26.138181
SMC15,37.685269,-25.788372
SMC17,37.739889,-25.810875
SMC18,37.543011,-25.936617
SMC19,37.545197,-25.928433
SMC20,37.73255,-25.904028
SMC21,37.499069,-25.333736
SMC22,37.962214,-25.207869
SMELI,38.725167,-75.481536
SMILA,66.641778,-51.431064
SMILO,51.711028,-8.398722
SMITE,42.10945,-75.895817
SMITY,41.934006,-70.703589
SMOKI,57.776944,-2.598783
SMOOT,38.765717,-77.063278
SMUDG,45.470717,-69.198397
SMUTZ,42.461831,-72.846231
SMYTH,42.5046,-73.884961
SNAPO,41.8759,-71.877458
SNAZI,39.576072,-76.419978
SNDBA,42.454731,-70.893533
SNEDE,39.562681,-75.023136
SNIVL,41.479475,-72.743028
SNNOW,35.423992,-77.620828
SNOOH,42.634722,-70.658919
SNOPO,42.888444,-78.650819
SNOWY,40.751603,-75.964342
SNOZZ,40.818583,-73.908861
SNUGI,38.949133,-76.442272
SO02E,43.3875,-1.756472
SO06E,43.437972,-1.70075
SO06W,43.269389,-1.886389
SO10E,43.491361,-1.641667
SO400,43.387306,-2.097361
SO401,43.252667,-2.065333
SO402,43.250583,-1.95225
SO412,43.411194,-1.747861
SO500,43.551111,-1.743194
SO510,43.405361,-2.033056
SO521,43.309528,-1.842306
SO522,43.249278,-1.951583
SO525,43.296528,-1.856611
SO600,43.466417,-1.956861
SO601,43.34325,-2.075306
SO602,43.243139,-1.960111
SO63E,43.443194,-1.694972
SOBAH,42.237347,-70.145356
SOBMA,35.4,-5.916667
SOBOC,43.312347,-77.383175
SOBOE,35.321997,-78.030264
SOCAN,53.780556,-75.0
SOCOP,42.365611,-76.108744
SODGE,43.137903,-77.61215
SODKI,58.7975,-3.631389
SODOY,35.490339,-77.126153
SOFEA,42.547844,-70.811556
SOFEE,41.843172,-71.258925
SOFIE,36.267717,-76.073344
SOFJU,51.601383,-0.2059
SOFOB,41.729014,-70.008069
SOGBE,39.174733,-78.470492
SOGBO,44.882667,-0.852083
SOITE,39.802467,-74.484272
SOKDU,50.660894,-2.02585
SOKYE,46.358794,-72.851511
SOLGI,38.6249,-28.032672
SOLOA,40.617383,-74.936328
SOLOC,37.095136,-76.507706
SOLSO,44.384972,-0.477556
SOLVA,43.104311,-76.242172
SOLYO,41.247261,-77.051997
SOMAX,50.0,-15.0
SOMEN,48.85,-3.55
SOMEV,65.636697,-37.698742
SOMOT,51.2925,-2.998056
SOMRE,40.016478,-79.058461
SOMTO,40.126167,-75.063728
SOMUL,38.2225,-27.316944
SONAP,36.5,-10.0
SONAX,63.906342,-23.050219
SONEX,53.497972,-2.172461
SONEY,41.461236,-71.858583
SONJA,39.366892,-75.274578
SONOC,40.810964,-72.673886
SONRY,38.268169,-78.913483
SOOBY,37.625461,-77.530794
SOOKE,45.554458,-62.892933
SOOKI,39.118383,-76.522286
SOONU,39.478233,-75.579969
SOORY,38.5,-60.267583
SOPAN,72.939458,-55.738875
SOPAR,63.697961,-22.605656
SOPAX,53.646914,-4.452239
SOPEN,64.7,-26.925
SOPET,39.833833,-0.004694
SOPEX,48.613333,-3.55
SOPHY,39.271725,-75.366269
SOPIT,51.958289,-1.107319
SOPOP,40.44,-12.386667
SORIN,53.141472,-5.80625
SORIR,64.403514,-24.692089
SOROX,63.0,-23.0
SORPO,43.352278,-3.5375
SORRY,41.478639,-73.017408
SORUX,36.612417,-2.480944
SOSAB,51.794292,-2.473072
SOSAR,61.0,-2.0
SOSAV,39.2735,-1.495472
SOSBY,39.256872,-74.925158
SOSIM,53.815486,-4.508461
SOSIT,64.816667,-30.0
SOSME,37.975214,-79.110589
SOSOV,44.983056,-7.885
SOSTO,43.7975,-1.275833
SOSYO,42.487347,-71.432153
SOTA,49.951111,-11.633333
SOTEX,38.292778,-8.22
SOTUG,63.9056,-21.717086
SOTUK,39.193667,-4.746389
SOUCI,38.549058,-76.091875
SOULZ,39.164358,-76.510097
SOUND,40.86435,-73.156247
SOUTH,38.846389,-9.062222
SOVAE,38.3509,-76.522506
SOVED,56.0,-14.0
SOVEM,36.510056,-4.269194
SOVIM,48.118389,-3.810694
SOVIX,51.427528,-8.562667
SOXON,58.968394,-3.872906
SOYGO,39.460192,-79.126144
SOYOC,35.104369,-77.020144
SOZIY,37.149911,-79.002728
SPATE,40.522767,-74.125128
SPDEY,40.248994,-73.085747
SPDWY,44.040042,-70.297622
SPEAK,39.058142,-75.746094
SPECL,41.666881,-74.103897
SPEEZ,39.901281,-75.094675
SPENO,42.280153,-72.154083
SPENY,44.909603,-70.5519
SPERY,40.080686,-75.727133
SPIDR,37.645478,-77.852833
SPIEL,38.166389,-5.061667
SPIKE,57.540556,-1.664722
SPISY,38.720747,-76.531897
SPLAN,40.955233,-72.795386
SPLAT,39.067467,-76.572942
SPNCR,39.719433,-75.66965
SPNGL,39.257508,-76.970422
SPOTE,52.469167,-66.999444
SPOTZ,40.765278,-75.383056
SPREE,40.907453,-72.552956
SPREY,38.300464,-78.896375
SPRIG,38.427344,-76.237058
SPRUE,38.833044,-74.9042
SPURT,40.501492,-74.843608
SPUZM,45.4821,-75.778897
SPYSD,42.449569,-71.027014
SPYTR,43.661158,-70.237692
SQUAD,37.998158,-70.582528
SQUAM,43.777778,-71.483603
SQUEL,42.113775,-71.765994
SRENE,42.340778,-70.826831
SRINO,42.466039,-70.830919
SRNAC,44.384722,-74.204475
SROKA,40.293106,-75.946192
SS401,66.900397,-52.944064
SS402,66.692261,-53.455769
SSAAM,42.632086,-71.386072
SSENA,44.914286,-74.722586
SSF13,66.985744,-54.088342
SSF41,66.894042,-53.582131
SSI13,67.005133,-54.294639
SSI41,66.858253,-53.439728
SSIXX,40.783767,-77.961944
SSM13,66.966083,-53.882317
SSM41,66.938594,-53.760717
SSM43,66.966475,-53.886375
SSTAN,42.798167,-77.094633
ST400,42.502611,-7.655528
ST401,42.585639,-8.080611
STABL,38.926964,-76.485264
STAEV,44.606953,-73.370892
STAFA,52.861389,-2.242931
STAFD,37.440808,-78.347269
STALH,48.187792,-78.891939
STALK,39.387564,-76.722994
STANA,54.870753,-66.873014
STAND,39.004492,-77.332733
STANE,41.09475,-73.220136
STANK,44.783333,-74.116667
STARZ,39.339919,-76.832958
STASE,36.079111,-79.166564
STATN,42.531964,-76.518881
STATU,40.684906,-74.081922
STAUT,38.201739,-78.957364
STAYC,42.512931,-70.797411
STAYO,38.776,-77.357
STEAD,38.775586,-77.262669
STEED,40.8311,-73.980925
STEEM,42.258333,-70.811389
STEFE,39.965292,-75.260011
STEFN,37.403719,-79.727111
STEIN,37.586639,-76.320122
STELA,42.281431,-73.153933
STELR,41.874119,-74.2194
STEMM,36.18345,-78.673336
STENT,41.679047,-77.152756
STENY,40.401686,-74.262481
STEVE,37.189864,-76.372522
STEVO,42.936681,-70.927831
STEVR,38.399756,-76.608328
STEVV,39.364944,-74.350883
STG08,42.797442,-8.381572
STHRE,40.814117,-77.909608
STIKK,35.936081,-76.147983
STILL,39.264742,-77.638872
STILR,40.367028,-79.840744
STIME,42.039344,-71.279122
STINK,37.8279,-72.2878
STINT,35.791522,-78.742942
STIRA,56.133919,-3.833606
STN28,58.547375,-6.787636
STN30,57.834686,-6.808875
STN43,58.728553,-7.116353
STNLY,40.055125,-75.157083
STOAT,52.025894,-0.020936
STODA,43.116722,-75.855897
STOEN,39.838206,-75.798589
STOGE,42.119014,-71.130539
STOIC,38.936853,-77.011783
STOKK,42.907242,-76.350456
STOLI,42.740764,-73.114522
STOLZ,38.207989,-78.834703
STOMP,41.596328,-74.796608
STOOG,39.064778,-69.962864
STOOL,41.1725,-71.326389
STORT,40.517011,-75.986461
STOTT,42.335372,-73.717058
STOVR,39.094633,-76.836367
STPBY,37.9116,-77.993878
STRAD,41.180553,-74.320033
STRGL,38.939633,-76.555225
STRKY,39.301706,-77.715269
STRMN,39.216467,-77.577714
STRMY,35.918797,-78.31975
STROH,40.620844,-77.711414
STRTN,45.096039,-70.214119
STRUM,42.930883,-72.280244
STU30,51.88015,-4.259447
STUBN,42.09405,-77.024633
STUBY,41.902094,-73.437233
STUDR,36.195006,-79.00985
STUFF,41.440511,-74.30485
STUFY,41.677,-71.633664
STUKI,36.152147,-79.104006
STUTR,37.489336,-77.062219
SUBAK,47.06925,-1.490889
SUBAL,35.546389,-12.3125
SUBAX,65.557222,-51.622778
SUBOF,53.459028,-6.68125
SUBRE,36.994433,-76.58185
SUBUD,64.566667,-52.25
SUBUK,54.379947,-3.286347
SUCOV,35.124508,-79.063808
SUCSO,40.696514,-74.511761
SUDAD,43.163889,-0.011111
SUDBY,55.295931,-4.268347
SUDIL,47.134194,-1.625306
SUDOY,39.609178,-76.139064
SUDUL,68.166667,-31.516667
SUDUR,61.603025,-7.08185
SUFFI,43.024906,-69.917142
SUFOK,41.163225,-71.828917
SUFSO,36.405878,-76.557294
SUGAD,53.289583,-5.527722
SUGGR,37.487483,-77.558081
SUGLF,45.075264,-70.210636
SUGOM,46.076389,-2.376944
SUKED,64.994444,-26.619444
SULEV,54.656789,-6.557233
SULIE,35.829019,-78.547881
SULII,39.693122,-77.639644
SULOE,39.116681,-75.464381
SULOY,40.865911,-74.408936
SUMAW,44.944739,-68.573583
SUMIN,55.329378,-4.055047
SUMMO,38.360333,-0.28175
SUMNA,43.914756,-70.570283
SUMUD,72.616667,-38.5
SUNEY,38.933803,-77.118522
SUNIR,43.384306,-3.125639
SUNOT,57.0,-15.0
SUNOY,42.844461,-74.083967
SUNTE,38.987553,-75.260383
SUNUL,47.176944,-2.828056
SUNYJ,38.951375,-77.623306
SUPIG,55.106892,-1.428367
SUPIK,37.920725,-26.059525
SUPIT,57.332367,-7.084983
SUPRT,38.647831,-78.092692
SUPRY,45.5,-52.0
SUQOC,46.439917,-0.396472
SURCO,42.328806,-0.567944
SURGE,40.624383,-75.487611
SURLE,42.076669,-72.506411
SUROX,53.996667,-6.993472
SURUE,36.685792,-77.015094
SUSKE,42.876867,-79.007019
SUSLE,39.700353,-77.119081
SUSOL,50.249692,-60.399425
SUSSA,35.677097,-77.139061
SUSUB,53.319167,-60.425833
SUTAV,45.309722,-73.617222
SUTBE,39.178292,-76.225858
SUTEN,72.617864,-78.068014
SUTEX,52.824361,-6.930361
SUTKE,40.127511,-74.092167
SUTKO,46.515833,-56.821667
SUTUE,36.856008,-75.996361
SUTUG,50.181767,-61.487961
SUTUL,43.526111,-78.951667
SUTUM,46.101658,-60.016225
SUUSA,43.126592,-77.548664
SUVAD,50.637111,-59.486583
SUVAG,46.138322,-64.511875
SUVAN,51.416667,-12.5
SUVIL,63.881517,-22.605517
SUVIP,46.031872,-64.406719
SUVKU,49.872089,-79.528583
SUVLA,62.100772,-75.687397
SUVOP,60.85735,-78.013253
SUVOY,43.916825,-75.723306
SUVRU,71.119822,-79.107114
SUVVO,42.476367,-71.349508
SUWHT,35.991869,-76.813153
SUXAD,49.617,-74.656158
SUXAG,46.183411,-63.063503
SUXEB,47.763475,-79.051539
SUXET,45.204722,-73.165833
SUXIP,45.421881,-65.654675
SUXIV,48.903325,-76.834692
SUXKO,51.025542,-1.551525
SUXOT,65.731842,-17.74165
SUXUE,37.925169,-77.596294
SUZIE,40.453256,-75.972764
SVILL,37.786419,-77.032469
SVL40,37.280439,-6.577806
SVL57,37.355253,-4.573558
SVL72,37.334236,-4.261147
SVL79,38.474708,-6.769936
SWABY,37.872986,-76.520042
SWALO,42.065486,-72.193639
SWAME,36.239139,-79.912386
SWANK,41.302333,-76.156161
SWANN,39.151467,-76.228872
SWARM,37.476344,-78.923678
SWEDE,42.477811,-74.668919
SWEET,40.828272,-74.924319
SWETP,36.208678,-78.109239
SWICH,40.590292,-74.233417
SWIGG,42.532936,-71.243725
SWIMN,39.505614,-75.797225
SWING,37.080122,-76.817544
SWLCH,43.4169,-70.528197
SWNGR,37.610589,-77.322975
SWOPE,36.518569,-76.315633
SYCAM,37.017492,-79.271325
SYFER,38.422031,-76.55745
SYKMA,43.758333,-79.876667
SYLVA,42.533706,-70.950883
SYRAC,40.354286,-79.9411
TA102,35.393389,-3.873778
TA104,35.310611,-3.860667
TA106,35.205056,-3.843944
TA708,35.274083,-3.922194
TA808,35.287,-3.801072
TAALE,42.626264,-70.771872
TAATE,43.681225,-69.964778
TAB13,38.994192,-2.134231
TABAD,64.182975,-76.383539
TABAX,38.157222,-13.749167
TABBE,39.38865,-78.926558
TABBU,40.637522,-79.178833
TABDU,45.298258,-79.855481
TABDY,35.118422,-77.709444
TABEN,51.363625,-1.172906
TABGA,53.9789,-79.058225
TABID,60.905019,-77.845275
TABIK,48.845006,-67.940781
TABIL,47.956389,-0.94
TABIT,64.293814,-22.189792
TABLU,52.538253,-56.410625
TABLY,53.271944,-2.450556
TABOC,40.825975,-72.650347
TABRU,50.232117,-66.273719
TABUD,45.625992,-74.623244
TABUE,36.340894,-76.068358
TABUL,44.424831,-64.725306
TABUU,44.355989,-68.423367
TACAT,38.760278,-27.091389
TACIT,38.625239,-77.060353
TACLO,36.324217,-76.080928
TACPI,38.5036,-75.99715
TACQI,51.042011,-4.479703
TACRO,47.486944,-0.953889
TACUV,36.404639,-78.793606
TADAL,53.587175,-3.02645
TADEX,54.856528,-8.233747
TADKA,46.182514,-64.939253
TADMO,44.760672,-77.839042
TADMU,49.901206,-79.884461
TADOD,64.517367,-15.917839
TADOP,45.174492,-65.730386
TADRO,44.589972,-79.848203
TADRU,46.513925,-67.164975
TAFFI,39.543511,-76.627608
TAFFY,47.373333,-67.303889
TAFKO,40.764033,-74.829575
TAFOG,54.939889,-8.408389
TAGAK,47.563622,-68.594694
TAGAT,43.816975,-79.983717
TAGBI,62.804344,-69.754861
TAGET,46.883828,-75.820047
TAGMU,45.408792,-76.420614
TAGOP,45.803325,-74.269042
TAGOR,36.486389,-6.117222
TAGOV,49.193561,-57.2352
TAGOX,51.242778,-0.635
TAGRA,47.178333,-57.078889
TAGUX,38.945556,-7.914167
TAGVI,49.705039,-74.5834
TAHSU,40.102647,-74.82705
TAJKY,36.422614,-79.570581
TAKAV,35.966667,-9.372011
TAKDO,42.797519,-79.419208
TAKDU,62.289047,-78.240131
TAKIN,45.837047,-72.850964
TAKMU,52.498358,-55.462339
TAKNO,53.432464,-60.044253
TAKOL,45.650153,-75.198475
TAKRU,45.036258,-64.800131
TAKSI,45.633683,-74.481164
TAKSX,49.25,-7.666667
TALCO,42.062769,-74.107736
TALEB,44.015833,-78.388056
TALGO,44.166667,-52.433333
TALGU,46.559569,-66.224825
TALIG,49.516525,-5.801197
TALLI,41.317111,-75.111992
TALNI,52.302331,-55.841958
TALNO,44.993086,-74.359917
TALOE,35.708742,-77.260947
TALOV,53.141406,-60.694267
TALOW,36.074231,-75.546217
TALTA,47.64625,-67.750964
TALTE,40.764806,-74.122536
TAMEL,48.728478,-10.497167
TAMKO,46.048333,-73.910833
TANBY,40.150333,-75.097142
TANFU,62.056944,-21.45
TANGI,44.385278,-79.401667
TANGO,41.343889,-0.698333
TANGU,43.56,-79.796111
TANGY,36.094261,-77.511522
TANJA,36.502442,-77.621264
TANTE,35.93445,-78.414064
TANUE,43.106994,-76.162519
TANVI,43.899686,-65.82665
TAPKA,45.240631,-73.864119
TAPLU,45.367256,-75.763947
TAPPA,37.970183,-76.844617
TAPPR,40.640308,-73.494175
TAPSE,43.071264,-71.827478
TAPVO,44.875833,-74.9705
TAQLE,36.231208,-78.048133
TAQYU,44.777236,-69.968153
TAREE,44.002239,-76.307697
TARGT,55.743303,-3.369756
TARGU,45.912575,-63.548075
TARIF,41.208397,-69.898944
TARIK,36.405,-1.137778
TARMU,43.515581,-79.893281
TARSE,41.61795,-70.700331
TARSI,53.123514,-78.566114
TARTN,55.717192,-3.138536
TASBO,59.868075,-70.052564
TASDO,49.096439,-54.587856
TASHA,42.649436,-75.520442
TASKT,42.3216,-70.868483
TASKU,43.784133,-79.671339
TASRE,38.936744,-77.459817
TASTI,52.663333,-61.653611
TATBU,54.977308,-59.710578
TATLI,48.557833,-58.3895
TATPA,52.760108,-56.243983
TATRI,54.172247,-58.761697
TATTI,40.167372,-75.938033
TATTO,39.222333,-76.716272
TATVA,48.956436,-54.557511
TATVE,40.287219,-75.007097
TAVAE,36.590792,-76.390317
TAVBA,59.979503,-77.254314
TAVGI,45.292947,-73.479031
TAVIA,43.029033,-78.065022
TAVIE,35.711461,-77.167611
TAVLU,47.972353,-66.217397
TAVMA,46.761358,-71.7162
TAVMI,51.183333,-70.716667
TAVSI,35.927222,-6.481389
TAYBO,39.024286,-77.134442
TAYCU,40.554428,-74.252358
TAYFI,39.237283,-75.223508
TAYLO,39.663328,-76.461992
TAYSH,41.005197,-73.539228
TAYUK,38.531289,-78.619728
TAYUN,42.601125,-71.835397
TAYVO,43.208386,-73.689933
TAZZY,40.774964,-72.712856
TB17A,38.915767,-6.457025
TB17B,38.609069,-6.787161
TBARE,36.086675,-78.958322
TBART,38.246203,-79.258556
TBC27,38.443608,-6.758794
TBC30,38.396944,-6.7525
TBERN,40.805164,-74.135986
TBOLT,35.115186,-77.721919
TBONN,38.750786,-74.751047
TBRAX,55.770367,-3.613917
TC03F,51.973781,-0.715092
TC03I,51.927008,-0.761717
TC21F,52.171761,-0.516428
TC21I,52.220267,-0.467428
TE08F,50.706211,-3.591911
TE08I,50.685975,-3.719039
TE26F,50.758269,-3.260125
TE26I,50.777994,-3.132603
TEAKK,38.789083,-79.02865
TEBEE,39.503881,-75.326997
TEBLE,40.938781,-74.155381
TEBOR,42.988583,-75.733158
TECHI,36.982872,-76.114503
TECLO,44.796778,-68.600919
TECOG,46.409636,-67.721878
TECUM,40.912381,-76.548994
TEDEE,42.478817,-72.515489
TEDIE,38.9,-77.068333
TEDOC,39.366822,-75.342225
TEETO,42.813097,-71.707614
TEFBY,46.885925,-71.256961
TEFFO,62.8,-67.0
TEFLY,45.407214,-75.461817
TEGLO,37.249306,-5.982417
TEGOC,43.977256,-75.602703
TEJOP,48.829056,-4.997389
